,average_main_abilities,average_sub_abilities,ability_count_mainwonsub,result
94,"tensor([-14.0000,   0.0000, 180.5455,  77.6364,   0.8182,  26.2727,  76.0909,
         71.3636,  59.5455,  57.0000,  60.1818,  67.2727,  81.3636,  65.8182,
         61.0000,  71.8182,  76.1818,  66.5455,  76.1818,  70.3636,  73.0000,
         75.5455,  68.9091,  70.5455,  71.9091,  74.0000,  69.7273,  58.6364,
         73.8182,  56.5455,  60.0909,  65.0000,  60.9091,  55.7273,  58.0909,
         16.1818,  16.8182,  16.3636,  15.3636,  17.5455])","tensor([ 15.6364,   0.0000, 184.3636,  76.7273,   0.7273,  26.7273,  65.4545,
         62.0909,  57.6364,  51.0909,  53.9091,  61.6364,  68.9091,  53.5455,
         52.9091,  60.0000,  64.9091,  56.5455,  65.6364,  58.2727,  68.1818,
         68.5455,  70.0909,  62.9091,  68.3636,  66.6364,  64.0909,  57.8182,
         57.4545,  47.6364,  49.6364,  49.8182,  43.2727,  52.0909,  42.4545,
         15.8182,  16.7273,  16.8182,  15.3636,  16.1818])",33,tensor([0])
95,"tensor([-13.8182,   0.0000, 182.0000,  75.2727,   0.9091,  27.1818,  67.9091,
         64.7273,  56.6364,  55.9091,  60.0000,  68.5455,  74.5455,  58.8182,
         59.8182,  64.4545,  71.4545,  58.2727,  70.6364,  64.0000,  66.7273,
         72.3636,  70.4545,  65.2727,  64.8182,  65.0000,  69.1818,  61.3636,
         66.8182,  51.0000,  56.3636,  56.3636,  52.0000,  56.3636,  44.7273,
         17.5455,  18.0909,  17.5455,  16.6364,  17.7273])","tensor([ 13.8182,   0.0000, 184.4545,  78.2727,   0.6364,  28.2727,  68.6364,
         64.5455,  60.1818,  56.2727,  60.2727,  72.6364,  75.0000,  60.9091,
         60.5455,  65.8182,  73.1818,  61.4545,  68.9091,  64.1818,  62.8182,
         71.4545,  74.9091,  64.2727,  63.6364,  63.0909,  76.1818,  65.7273,
         69.0000,  52.0909,  54.0909,  61.5455,  57.8182,  55.1818,  49.5455,
         16.1818,  16.5455,  17.6364,  17.8182,  16.4545])",13,tensor([2])
96,"tensor([-13.8182,   0.0000, 184.0000,  77.2727,   0.8182,  27.9091,  69.7273,
         64.5455,  56.5455,  54.7273,  57.0000,  67.6364,  73.1818,  60.0000,
         57.1818,  59.3636,  72.3636,  56.2727,  68.4545,  62.2727,  62.8182,
         67.3636,  73.0909,  63.0000,  64.1818,  65.4545,  71.5455,  64.5455,
         66.5455,  51.2727,  52.3636,  55.9091,  43.4545,  51.0000,  48.0000,
         15.2727,  17.8182,  16.7273,  15.5455,  17.4545])","tensor([ 15.2727,   0.0000, 183.6364,  81.4545,   0.8182,  28.0909,  76.0909,
         72.0000,  65.0909,  60.8182,  62.2727,  74.6364,  82.6364,  66.9091,
         64.1818,  69.8182,  79.6364,  67.4545,  76.8182,  73.6364,  71.1818,
         75.4545,  72.9091,  68.5455,  72.4545,  69.5455,  73.1818,  65.8182,
         79.0909,  60.0000,  66.3636,  66.3636,  58.4545,  61.0000,  55.6364,
         16.8182,  18.2727,  16.5455,  16.6364,  17.7273])",3,tensor([1])
97,"tensor([-14.0000,   0.0000, 184.3636,  77.5455,   0.7273,  26.6364,  74.5455,
         70.0000,  64.0909,  60.8182,  64.6364,  74.2727,  79.4545,  62.9091,
         64.8182,  71.0000,  77.9091,  64.3636,  76.7273,  70.4545,  64.6364,
         74.5455,  76.6364,  65.5455,  67.2727,  66.9091,  74.2727,  68.7273,
         74.0000,  61.7273,  60.5455,  59.9091,  50.9091,  58.4545,  58.0909,
         15.4545,  18.6364,  16.5455,  16.2727,  18.6364])","tensor([ 13.8182,   0.0000, 184.0909,  75.8182,   0.7273,  29.8182,  68.0909,
         63.1818,  59.0000,  55.5455,  57.7273,  71.0000,  74.6364,  61.2727,
         59.0000,  64.0909,  70.5455,  61.2727,  67.0000,  60.5455,  62.2727,
         67.3636,  72.7273,  63.9091,  63.8182,  67.0909,  65.0000,  62.4545,
         68.9091,  55.1818,  56.6364,  53.4545,  49.1818,  57.8182,  49.3636,
         15.3636,  17.4545,  15.1818,  17.5455,  16.6364])",34,tensor([1])
98,"tensor([-15.2727,   0.0000, 179.2727,  73.0000,   0.6364,  28.0909,  75.1818,
         72.9091,  57.9091,  51.4545,  54.6364,  71.3636,  76.7273,  61.9091,
         58.2727,  73.2727,  76.7273,  66.2727,  74.6364,  68.8182,  71.6364,
         74.1818,  67.7273,  73.7273,  72.3636,  73.7273,  72.9091,  56.5455,
         73.2727,  58.9091,  61.7273,  64.4545,  51.0000,  57.8182,  56.2727,
         17.9091,  17.4545,  18.9091,  16.4545,  16.5455])","tensor([ 15.2727,   0.0000, 183.2727,  78.3636,   0.7273,  28.2727,  68.8182,
         66.4545,  66.0909,  65.0909,  66.1818,  72.2727,  75.9091,  58.9091,
         64.7273,  65.5455,  72.1818,  60.0000,  70.1818,  66.9091,  66.0000,
         71.0000,  72.2727,  65.6364,  66.7273,  65.8182,  70.7273,  63.6364,
         67.3636,  51.3636,  57.6364,  58.0000,  49.6364,  58.6364,  49.8182,
         16.4545,  16.9091,  15.2727,  15.0000,  16.0000])",26,tensor([0])
99,"tensor([-14.0000,   0.0000, 179.4545,  72.1818,   0.4545,  26.9091,  79.7273,
         76.4545,  64.1818,  57.0000,  62.0909,  68.1818,  83.1818,  69.2727,
         60.4545,  75.7273,  79.0909,  70.3636,  79.1818,  72.6364,  78.8182,
         75.6364,  69.1818,  76.0909,  75.4545,  78.2727,  70.7273,  61.1818,
         74.9091,  61.0000,  65.0909,  69.4545,  57.9091,  56.1818,  58.0000,
         19.0909,  17.7273,  16.4545,  18.0000,  16.9091])","tensor([ 12.7273,   0.0000, 183.8182,  75.0909,   0.5455,  25.0000,  70.2727,
         65.7273,  57.1818,  52.3636,  57.6364,  63.8182,  71.8182,  60.9091,
         58.0909,  67.2727,  70.9091,  58.5455,  69.4545,  63.8182,  69.7273,
         79.0909,  71.4545,  65.0000,  71.0000,  68.4545,  65.1818,  59.5455,
         68.5455,  53.9091,  55.6364,  52.2727,  46.2727,  53.1818,  50.2727,
         15.0000,  16.7273,  13.1818,  16.7273,  17.2727])",32,tensor([0])
100,"tensor([-15.2727,   0.0000, 182.0000,  77.2727,   0.7273,  27.8182,  69.3636,
         67.4545,  63.0909,  58.7273,  61.7273,  70.9091,  76.5455,  61.0000,
         60.7273,  66.1818,  72.8182,  61.8182,  70.0909,  66.0000,  68.4545,
         72.1818,  71.2727,  68.0909,  70.7273,  68.3636,  74.0909,  65.1818,
         68.3636,  53.7273,  59.0909,  59.6364,  51.0909,  56.8182,  50.8182,
         15.7273,  17.9091,  15.7273,  14.4545,  15.8182])","tensor([ 15.2727,   0.0000, 181.6364,  75.9091,   1.0000,  26.7273,  74.1818,
         66.9091,  64.3636,  60.6364,  64.9091,  68.9091,  80.0000,  63.7273,
         62.5455,  69.8182,  75.3636,  64.0909,  73.0909,  68.1818,  70.8182,
         73.2727,  67.1818,  69.0000,  71.5455,  69.6364,  69.2727,  58.6364,
         68.7273,  56.1818,  55.8182,  59.4545,  55.1818,  53.7273,  56.4545,
         18.0000,  18.4545,  16.9091,  16.6364,  18.8182])",11,tensor([2])
101,"tensor([-15.6364,   0.0000, 184.5455,  78.0000,   0.7273,  25.8182,  65.3636,
         62.2727,  49.2727,  44.0000,  47.8182,  56.3636,  68.9091,  56.5455,
         45.3636,  61.3636,  61.8182,  59.0909,  63.8182,  55.5455,  68.3636,
         66.2727,  70.1818,  62.4545,  68.0000,  64.3636,  62.1818,  55.8182,
         58.9091,  51.9091,  50.6364,  53.0000,  45.8182,  54.8182,  43.7273,
         15.1818,  16.9091,  16.2727,  17.0000,  15.3636])","tensor([ 13.8182,   0.0000, 182.2727,  75.1818,   0.9091,  27.8182,  67.8182,
         64.3636,  57.0000,  56.4545,  61.1818,  71.0000,  74.9091,  58.4545,
         60.2727,  64.0909,  72.0000,  58.5455,  70.2727,  63.9091,  66.8182,
         71.5455,  70.9091,  64.4545,  65.5455,  63.7273,  71.0000,  63.6364,
         66.3636,  51.0000,  55.5455,  56.7273,  52.8182,  57.4545,  46.1818,
         17.8182,  18.0000,  17.0000,  16.0000,  17.5455])",8,tensor([2])
102,"tensor([-15.2727,   0.0000, 180.7273,  74.5455,   0.8182,  26.0909,  69.5455,
         66.3636,  58.4545,  58.0909,  62.9091,  67.3636,  73.1818,  53.6364,
         58.0000,  64.9091,  72.9091,  62.0000,  71.1818,  66.5455,  70.4545,
         66.7273,  66.5455,  67.8182,  69.2727,  67.9091,  65.9091,  61.2727,
         61.9091,  48.0909,  50.2727,  52.8182,  45.5455,  49.1818,  45.2727,
         14.3636,  16.7273,  16.7273,  16.3636,  16.9091])","tensor([ 15.2727,   0.0000, 185.0000,  77.6364,   0.8182,  26.4545,  74.0909,
         69.8182,  61.3636,  57.1818,  62.2727,  72.2727,  78.3636,  62.5455,
         60.8182,  70.7273,  77.1818,  64.1818,  76.7273,  68.8182,  65.3636,
         74.4545,  76.1818,  64.8182,  67.9091,  66.7273,  73.8182,  66.6364,
         72.7273,  59.7273,  58.6364,  62.3636,  50.5455,  58.6364,  55.2727,
         16.2727,  18.3636,  15.4545,  15.8182,  18.1818])",8,tensor([1])
103,"tensor([-14.0000,   0.0000, 184.6364,  76.9091,   0.8182,  26.5455,  73.9091,
         69.7273,  61.7273,  58.1818,  63.2727,  72.0909,  78.7273,  63.0000,
         61.4545,  70.2727,  76.2727,  64.4545,  76.3636,  68.2727,  66.7273,
         76.0909,  76.4545,  65.4545,  69.3636,  67.1818,  75.0000,  66.3636,
         73.0000,  60.9091,  59.1818,  58.7273,  48.2727,  58.5455,  55.1818,
         16.3636,  18.6364,  15.7273,  16.3636,  18.7273])","tensor([ 15.2727,   0.0000, 183.6364,  81.4545,   0.8182,  28.0909,  76.0909,
         72.0000,  65.0909,  60.8182,  62.2727,  74.6364,  82.6364,  66.9091,
         64.1818,  69.8182,  79.6364,  67.4545,  76.8182,  73.6364,  71.1818,
         75.4545,  72.9091,  68.3636,  72.4545,  69.5455,  73.1818,  65.8182,
         79.0909,  60.0000,  66.3636,  67.0909,  58.4545,  61.0000,  55.6364,
         16.8182,  18.2727,  16.5455,  16.6364,  17.7273])",10,tensor([1])
104,"tensor([-13.8182,   0.0000, 184.0000,  77.2727,   0.8182,  27.9091,  69.6364,
         64.5455,  56.3636,  54.6364,  56.8182,  67.6364,  73.0909,  60.0000,
         57.0909,  59.3636,  72.3636,  56.2727,  68.2727,  62.2727,  62.8182,
         67.1818,  73.0909,  63.0000,  64.1818,  65.4545,  71.5455,  64.2727,
         66.5455,  51.2727,  52.3636,  55.9091,  43.4545,  51.0000,  48.0000,
         15.2727,  17.8182,  16.7273,  15.5455,  17.4545])","tensor([ 15.2727,   0.0000, 182.7273,  78.5455,   0.7273,  28.2727,  69.6364,
         66.7273,  66.5455,  65.4545,  66.9091,  73.3636,  76.5455,  59.6364,
         65.6364,  66.5455,  73.2727,  62.0000,  70.5455,  68.5455,  64.5455,
         72.3636,  73.3636,  66.3636,  65.7273,  65.6364,  72.5455,  65.0909,
         68.0909,  52.9091,  58.8182,  58.9091,  51.0909,  57.5455,  51.1818,
         15.6364,  16.6364,  15.7273,  15.3636,  16.3636])",7,tensor([2])
105,"tensor([-14.0000,   0.0000, 184.0000,  75.3636,   0.4545,  25.8182,  71.0909,
         66.0909,  57.5455,  52.0909,  57.6364,  64.8182,  73.2727,  61.9091,
         57.1818,  68.5455,  72.0000,  59.7273,  70.9091,  64.6364,  70.0909,
         78.8182,  70.8182,  65.4545,  71.5455,  68.1818,  67.3636,  59.1818,
         69.6364,  55.1818,  58.3636,  56.0909,  50.0000,  55.5455,  51.8182,
         15.0000,  16.0909,  14.4545,  16.5455,  17.1818])","tensor([ 14.0000,   0.0000, 182.8182,  77.2727,   0.8182,  28.0000,  79.2727,
         76.0909,  66.6364,  63.1818,  68.7273,  71.8182,  86.4545,  67.9091,
         68.5455,  78.4545,  83.0000,  69.8182,  80.0000,  77.2727,  73.2727,
         79.1818,  74.1818,  69.8182,  73.6364,  72.6364,  73.7273,  67.0909,
         76.8182,  61.5455,  65.6364,  71.6364,  58.8182,  62.9091,  59.2727,
         15.5455,  17.5455,  18.6364,  16.7273,  18.4545])",1,tensor([1])
106,"tensor([-13.0909,   0.0000, 184.9091,  79.3636,   0.7273,  25.5455,  74.3636,
         68.9091,  57.2727,  58.1818,  62.6364,  65.4545,  79.4545,  59.7273,
         59.6364,  70.3636,  74.4545,  66.2727,  76.2727,  71.6364,  68.5455,
         72.6364,  70.5455,  63.6364,  69.6364,  69.2727,  66.0909,  63.7273,
         69.6364,  54.9091,  56.2727,  63.4545,  59.8182,  55.8182,  55.0909,
         16.7273,  16.9091,  16.7273,  16.4545,  17.7273])","tensor([ 13.0909,   0.0000, 183.7273,  77.3636,   0.9091,  26.0000,  71.2727,
         66.1818,  58.3636,  55.7273,  59.9091,  65.7273,  73.6364,  53.2727,
         54.6364,  66.2727,  73.0000,  58.9091,  73.0000,  69.8182,  64.6364,
         67.7273,  70.4545,  61.7273,  64.1818,  61.7273,  68.2727,  63.1818,
         64.5455,  50.9091,  56.7273,  55.8182,  54.2727,  51.5455,  47.6364,
         15.3636,  15.9091,  16.8182,  16.2727,  15.1818])",31,tensor([1])
107,"tensor([-14.0000,   0.0000, 182.8182,  77.2727,   0.8182,  28.0000,  79.2727,
         76.0909,  66.6364,  63.1818,  68.7273,  71.8182,  86.4545,  67.9091,
         68.5455,  78.4545,  83.0000,  69.8182,  80.0000,  77.2727,  73.2727,
         79.1818,  74.1818,  69.8182,  73.6364,  72.6364,  73.7273,  67.0909,
         76.8182,  61.5455,  65.6364,  71.6364,  58.8182,  62.9091,  59.2727,
         15.5455,  17.5455,  18.6364,  16.7273,  18.4545])","tensor([ 14.9091,   0.0000, 181.4545,  76.9091,   0.6364,  28.0000,  69.2727,
         65.2727,  54.0909,  53.1818,  55.7273,  63.8182,  73.6364,  59.6364,
         54.8182,  65.0909,  70.8182,  56.6364,  70.0000,  64.7273,  65.2727,
         68.0000,  67.9091,  66.8182,  65.0909,  65.0000,  67.1818,  55.0000,
         68.0909,  53.7273,  57.3636,  59.8182,  52.7273,  55.7273,  51.4545,
         18.0000,  17.5455,  16.6364,  18.4545,  18.0909])",34,tensor([1])
108,"tensor([-14.0000,   0.0000, 184.0000,  75.3636,   0.4545,  25.9091,  71.3636,
         66.3636,  57.5455,  52.2727,  57.7273,  64.8182,  73.2727,  62.0909,
         57.1818,  68.8182,  72.0909,  59.7273,  71.0909,  65.1818,  70.0909,
         78.8182,  70.8182,  65.4545,  71.5455,  68.1818,  67.3636,  59.1818,
         69.6364,  55.3636,  58.3636,  56.0909,  50.0000,  55.5455,  51.8182,
         15.0000,  16.0909,  14.4545,  16.5455,  17.1818])","tensor([ 15.2727,   0.0000, 184.5455,  76.8182,   0.7273,  26.0000,  75.9091,
         73.4545,  64.6364,  59.4545,  64.6364,  75.6364,  83.5455,  68.1818,
         64.5455,  74.8182,  79.2727,  67.0909,  77.0000,  70.2727,  71.7273,
         79.9091,  72.9091,  66.3636,  74.6364,  73.5455,  75.1818,  66.1818,
         77.2727,  59.7273,  62.6364,  69.0909,  59.5455,  61.2727,  57.8182,
         15.8182,  17.1818,  16.8182,  16.5455,  17.6364])",0,tensor([1])
109,"tensor([-15.2727,   0.0000, 183.5455,  73.3636,   0.6364,  25.1818,  73.1818,
         70.2727,  58.5455,  57.2727,  60.8182,  64.3636,  76.2727,  60.9091,
         60.3636,  69.8182,  71.1818,  65.2727,  72.6364,  69.3636,  71.7273,
         74.3636,  70.3636,  65.8182,  74.4545,  72.1818,  68.9091,  59.9091,
         70.0000,  57.1818,  58.2727,  61.1818,  55.0000,  51.9091,  51.7273,
         16.2727,  17.5455,  17.3636,  17.5455,  17.4545])","tensor([ 15.6364,   0.0000, 184.3636,  76.7273,   0.7273,  26.8182,  65.4545,
         62.0909,  57.6364,  51.0909,  53.9091,  61.6364,  68.9091,  53.5455,
         52.9091,  60.0000,  64.9091,  56.5455,  65.6364,  58.2727,  68.1818,
         68.5455,  70.0909,  62.9091,  68.3636,  66.6364,  64.0909,  57.8182,
         57.4545,  47.6364,  49.6364,  49.8182,  43.2727,  52.0909,  42.4545,
         15.8182,  16.7273,  16.8182,  15.3636,  16.1818])",33,tensor([1])
110,"tensor([-13.8182,   0.0000, 182.0000,  75.2727,   0.9091,  27.4545,  67.9091,
         64.7273,  56.6364,  55.9091,  60.0000,  68.5455,  74.5455,  58.8182,
         59.8182,  64.4545,  71.4545,  58.4545,  70.6364,  64.0000,  66.7273,
         72.3636,  70.4545,  65.2727,  64.8182,  64.5455,  69.1818,  61.3636,
         67.0909,  50.9091,  56.3636,  56.8182,  53.7273,  56.3636,  44.7273,
         17.4545,  17.9091,  17.5455,  16.6364,  17.7273])","tensor([ 15.2727,   0.0000, 181.6364,  75.9091,   1.0000,  26.7273,  74.3636,
         66.9091,  64.5455,  60.7273,  65.0000,  68.9091,  80.1818,  63.7273,
         62.7273,  70.0000,  75.4545,  64.0909,  73.1818,  68.1818,  70.8182,
         73.7273,  67.4545,  69.0000,  71.6364,  69.6364,  69.2727,  58.7273,
         68.7273,  56.0909,  55.8182,  59.4545,  55.1818,  53.7273,  56.4545,
         18.0000,  18.4545,  16.9091,  16.6364,  18.8182])",7,tensor([1])
111,"tensor([-14.0000,   0.0000, 185.0000,  77.6364,   0.8182,  26.4545,  74.0909,
         69.8182,  61.3636,  57.1818,  62.2727,  72.2727,  78.3636,  62.6364,
         60.8182,  70.7273,  77.1818,  64.1818,  76.7273,  68.8182,  65.3636,
         74.4545,  76.1818,  64.8182,  67.9091,  66.7273,  73.8182,  66.6364,
         72.7273,  59.7273,  58.6364,  62.3636,  50.5455,  58.6364,  55.2727,
         16.2727,  18.3636,  15.4545,  15.8182,  18.1818])","tensor([ 15.2727,   0.0000, 183.5455,  73.3636,   0.6364,  25.1818,  73.1818,
         70.2727,  58.5455,  57.2727,  60.8182,  64.3636,  76.2727,  60.9091,
         60.3636,  69.8182,  71.1818,  65.2727,  72.6364,  69.3636,  71.7273,
         74.3636,  70.3636,  65.8182,  74.4545,  72.1818,  68.9091,  59.9091,
         70.0000,  57.1818,  58.2727,  61.1818,  55.0000,  51.9091,  51.7273,
         16.2727,  17.5455,  17.3636,  17.5455,  17.4545])",26,tensor([0])
112,"tensor([-15.6364,   0.0000, 184.5455,  78.0000,   0.7273,  25.9091,  65.3636,
         62.2727,  49.2727,  44.0000,  47.8182,  56.3636,  68.9091,  56.5455,
         45.3636,  61.3636,  61.8182,  59.0909,  63.8182,  55.5455,  68.3636,
         66.2727,  70.1818,  62.4545,  68.0000,  64.3636,  62.1818,  55.8182,
         58.9091,  51.9091,  50.6364,  53.0000,  45.8182,  54.8182,  43.7273,
         15.1818,  16.9091,  16.2727,  17.0000,  15.3636])","tensor([ 15.2727,   0.0000, 179.2727,  73.0000,   0.6364,  28.0909,  75.1818,
         72.7273,  57.9091,  51.4545,  54.5455,  71.6364,  76.6364,  61.8182,
         58.2727,  73.0000,  76.7273,  66.1818,  74.5455,  68.8182,  71.6364,
         74.1818,  67.7273,  73.4545,  72.3636,  73.7273,  72.9091,  56.5455,
         73.2727,  58.7273,  61.7273,  64.4545,  51.0909,  57.8182,  56.2727,
         17.9091,  17.4545,  18.9091,  16.4545,  16.5455])",5,tensor([1])
113,"tensor([-15.2727,   0.0000, 181.6364,  75.9091,   1.0000,  26.7273,  74.3636,
         66.9091,  64.5455,  60.7273,  65.0000,  68.9091,  80.1818,  63.7273,
         62.7273,  70.0000,  75.4545,  64.0909,  73.1818,  68.1818,  70.8182,
         73.7273,  67.4545,  69.0000,  71.6364,  69.6364,  69.2727,  58.7273,
         68.7273,  56.0909,  55.8182,  59.4545,  55.1818,  53.7273,  56.4545,
         18.0000,  18.4545,  16.9091,  16.6364,  18.8182])","tensor([ 14.9091,   0.0000, 181.4545,  76.9091,   0.6364,  28.0000,  69.2727,
         65.2727,  54.0909,  53.1818,  55.7273,  63.8182,  73.6364,  59.6364,
         54.8182,  65.0909,  70.8182,  56.6364,  70.0000,  64.7273,  65.2727,
         68.0000,  67.9091,  66.8182,  65.0909,  65.0000,  67.1818,  55.0000,
         68.0909,  53.7273,  57.3636,  59.8182,  52.7273,  55.7273,  51.4545,
         18.0000,  17.5455,  16.6364,  18.4545,  18.0909])",30,tensor([0])
114,"tensor([-14.0000,   0.0000, 184.0000,  75.3636,   0.4545,  25.9091,  71.3636,
         66.3636,  57.5455,  52.2727,  57.7273,  64.8182,  73.2727,  62.0909,
         57.1818,  68.8182,  72.0909,  59.7273,  71.0909,  65.1818,  70.0909,
         78.8182,  70.8182,  65.4545,  71.5455,  68.1818,  67.3636,  59.1818,
         69.6364,  55.3636,  58.3636,  56.0909,  50.0000,  55.5455,  51.8182,
         15.0000,  16.0909,  14.4545,  16.5455,  17.1818])","tensor([ 15.2727,   0.0000, 183.6364,  81.4545,   0.8182,  28.0909,  76.0909,
         72.0000,  64.9091,  60.8182,  62.0000,  74.6364,  82.6364,  66.9091,
         64.1818,  69.8182,  79.6364,  67.4545,  76.7273,  73.5455,  71.1818,
         75.4545,  72.9091,  68.3636,  72.4545,  69.5455,  72.9091,  65.7273,
         79.0909,  60.0000,  66.3636,  67.0909,  58.4545,  61.0000,  55.6364,
         16.8182,  18.2727,  16.5455,  16.6364,  17.7273])",2,tensor([2])
115,"tensor([-14.0000,   0.0000, 181.8182,  75.9091,   0.6364,  26.4545,  80.0909,
         75.9091,  64.0000,  55.7273,  61.9091,  70.0000,  85.5455,  69.5455,
         60.1818,  75.1818,  81.5455,  67.4545,  80.6364,  75.4545,  78.3636,
         80.1818,  72.1818,  74.7273,  76.7273,  75.8182,  68.6364,  62.3636,
         79.0000,  61.6364,  64.3636,  67.3636,  59.4545,  56.7273,  58.0000,
         18.6364,  18.0000,  16.1818,  18.0909,  17.0000])","tensor([ 15.2727,   0.0000, 181.7273,  76.6364,   0.8182,  27.0000,  75.5455,
         70.1818,  62.4545,  61.7273,  63.9091,  68.7273,  81.4545,  60.1818,
         64.1818,  70.3636,  76.4545,  65.8182,  76.8182,  71.0909,  70.3636,
         75.2727,  70.4545,  68.0909,  70.4545,  71.8182,  69.2727,  61.5455,
         69.4545,  51.1818,  53.0000,  58.6364,  55.9091,  54.7273,  52.0000,
         16.9091,  17.1818,  16.6364,  15.8182,  16.6364])",30,tensor([0])
116,"tensor([-15.2727,   0.0000, 184.3636,  76.4545,   0.7273,  26.3636,  77.1818,
         74.3636,  63.2727,  58.4545,  63.3636,  74.7273,  83.9091,  69.2727,
         63.5455,  76.0000,  80.3636,  67.7273,  77.4545,  71.5455,  71.4545,
         78.8182,  73.1818,  66.9091,  75.3636,  73.9091,  76.2727,  66.0000,
         77.6364,  60.1818,  62.7273,  70.2727,  62.0000,  63.3636,  59.8182,
         15.2727,  16.8182,  16.8182,  16.1818,  16.9091])","tensor([ 15.2727,   0.0000, 181.6364,  75.9091,   1.0000,  26.8182,  74.3636,
         66.9091,  64.5455,  60.7273,  65.0000,  68.9091,  80.1818,  63.7273,
         62.7273,  70.0000,  75.4545,  64.0909,  73.1818,  68.1818,  70.7273,
         73.4545,  67.4545,  69.0000,  71.6364,  69.6364,  69.2727,  58.7273,
         68.7273,  56.0909,  55.8182,  59.4545,  55.1818,  53.7273,  56.4545,
         18.0000,  18.4545,  16.9091,  16.6364,  18.8182])",27,tensor([0])
117,"tensor([-15.2727,   0.0000, 183.5455,  73.3636,   0.6364,  25.2727,  73.0909,
         70.1818,  58.5455,  57.2727,  60.8182,  64.0909,  76.4545,  60.9091,
         60.3636,  69.6364,  71.8182,  65.2727,  73.0000,  69.6364,  71.6364,
         74.3636,  70.3636,  65.8182,  74.4545,  72.1818,  68.9091,  59.9091,
         70.1818,  57.0909,  58.1818,  61.1818,  55.0000,  51.9091,  51.7273,
         16.3636,  17.6364,  17.3636,  17.7273,  17.4545])","tensor([ 13.8182,   0.0000, 184.0909,  75.8182,   0.7273,  29.9091,  68.5455,
         63.2727,  59.0000,  55.5455,  57.7273,  71.0000,  74.8182,  61.3636,
         59.0000,  64.0000,  70.6364,  61.2727,  67.1818,  60.8182,  62.2727,
         67.5455,  72.7273,  63.7273,  63.3636,  67.0909,  65.0000,  62.6364,
         68.9091,  55.2727,  56.7273,  53.5455,  49.1818,  57.8182,  49.6364,
         15.3636,  17.4545,  15.1818,  17.5455,  16.6364])",28,tensor([1])
118,"tensor([-15.2727,   0.0000, 180.7273,  74.5455,   0.8182,  26.2727,  69.5455,
         66.3636,  58.7273,  58.4545,  63.8182,  67.9091,  73.6364,  53.8182,
         58.7273,  64.5455,  73.0909,  62.6364,  71.4545,  66.6364,  70.4545,
         67.7273,  67.0000,  67.8182,  69.3636,  67.9091,  66.6364,  62.1818,
         61.9091,  48.0000,  50.2727,  52.8182,  45.5455,  49.1818,  45.2727,
         14.3636,  16.7273,  16.7273,  16.3636,  16.9091])","tensor([ 15.2727,   0.0000, 182.7273,  78.5455,   0.7273,  28.4545,  69.6364,
         66.7273,  66.5455,  65.4545,  66.9091,  73.4545,  76.5455,  59.7273,
         65.6364,  66.5455,  73.2727,  62.0000,  70.5455,  68.5455,  64.5455,
         72.5455,  73.3636,  66.3636,  65.7273,  65.6364,  72.5455,  65.0909,
         68.0909,  52.3636,  58.8182,  58.9091,  51.0909,  57.5455,  51.1818,
         15.6364,  16.7273,  15.7273,  15.3636,  16.3636])",10,tensor([1])
119,"tensor([-13.8182,   0.0000, 183.4545,  75.0909,   0.7273,  29.0909,  68.8182,
         65.8182,  55.4545,  52.8182,  56.4545,  70.7273,  73.3636,  60.7273,
         57.0909,  66.0909,  71.4545,  63.5455,  69.0000,  62.4545,  64.4545,
         67.5455,  71.7273,  64.7273,  64.3636,  68.9091,  65.4545,  59.6364,
         66.3636,  54.0000,  56.8182,  55.5455,  50.5455,  56.1818,  49.0000,
         16.0909,  18.1818,  16.0000,  16.3636,  16.7273])","tensor([ 15.2727,   0.0000, 183.5455,  73.3636,   0.6364,  25.2727,  73.0909,
         70.1818,  58.5455,  57.2727,  60.8182,  64.0909,  76.4545,  60.9091,
         60.3636,  69.6364,  71.8182,  65.2727,  73.0000,  69.6364,  71.6364,
         74.3636,  70.3636,  65.8182,  74.4545,  72.1818,  68.9091,  59.9091,
         70.1818,  57.0909,  58.1818,  61.1818,  55.0000,  51.9091,  51.7273,
         16.3636,  17.6364,  17.3636,  17.7273,  17.4545])",7,tensor([2])
120,"tensor([-14.0000,   0.0000, 185.0000,  77.6364,   0.8182,  26.6364,  74.0000,
         69.8182,  61.3636,  57.0909,  62.3636,  72.4545,  78.3636,  62.5455,
         60.9091,  70.6364,  77.1818,  64.1818,  76.6364,  68.6364,  65.3636,
         74.4545,  76.0000,  64.8182,  67.5455,  66.7273,  73.8182,  66.6364,
         72.5455,  59.6364,  58.6364,  62.3636,  50.5455,  58.6364,  55.2727,
         16.2727,  18.3636,  15.4545,  15.8182,  18.1818])","tensor([ 14.0000,   0.0000, 184.2727,  77.4545,   0.8182,  25.5455,  66.5455,
         63.2727,  58.0000,  55.8182,  58.8182,  66.5455,  71.5455,  53.7273,
         58.2727,  60.3636,  66.0000,  51.1818,  66.7273,  60.6364,  63.8182,
         71.8182,  70.9091,  63.7273,  66.2727,  64.0909,  67.5455,  60.4545,
         63.3636,  48.9091,  47.0909,  51.0000,  41.3636,  44.3636,  46.0000,
         14.1818,  17.9091,  17.0000,  14.3636,  16.4545])",36,tensor([0])
