timestamp,team1,team1_shape,team1_positions_x,team1_positions_y,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_positions_x,team2_positions_y,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
2020-10-04 00:30:00,LEE,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Illan Meslier,Stuart Dallas,Liam Cooper,Robin Koch,Luke Ayling,Kalvin Phillips,Ezgjan Alioski,Mateusz Klich,Tyler Roberts,Hélder Costa,Patrick Bamford,MNC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Ederson,Benjamin Mendy,Aymeric Laporte,Rúben Dias,Kyle Walker,Phil Foden,Rodri,Kevin De Bruyne,Raheem Sterling,Riyad Mahrez,Ferran Torres,1,1-1
2020-10-04 03:00:00,NEW,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Karl Darlow,Jamal Lewis,Federico Fernández,Fabian Schär,Emil Krafth,Allan Saint-Maximin,Isaac Hayden,Jonjo Shelvey,Jeff Hendrick,Callum Wilson,Joelinton,BUR,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Phil Bardsley,Dwight McNeil,Dale Stephens,Ashley Westwood,Josh Brownhill,Chris Wood,Ashley Barnes,2,3-1
2020-10-04 19:00:00,LEI,3-4-3_L,"[-24, -18, -20, -18, -12, -12, -12, -12, -6, -4, -6]","[0, 8, 0, -8, 9, 3, -3, -9, 8, 0, -8]",Kasper Schmeichel,Caglar Söyüncü,Jonny Evans,Daniel Amartey,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,Harvey Barnes,Jamie Vardy,Ayoze Pérez,WHU,5-4-1_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 12, 4]","[0, -10, -5, 0, 5, 10, -9, -3, 3, 9, 0]",Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,0,0-3
2020-10-04 19:00:00,SOU,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Moussa Djenepo,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Danny Ings,Ché Adams,WBA,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Sam Johnstone,Conor Townsend,Kyle Bartley,Semi Ajayi,Dara O'Shea,Romaine Sawyers,Jake Livermore,Grady Diangana,Matheus Pereira1,Kyle Edwards,Callum Robinson,2,2-0
2020-10-04 21:00:00,ARS,4-3-3-a_L,"[-24, -18, -20, -20, -18, -12, -10, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Bernd Leno,Kieran Tierney,Gabriel1,David Luiz,Héctor Bellerín,Dani Ceballos,Bukayo Saka,Mohamed Elneny,Pierre-Emerick Aubameyang,Edward Nketiah,Willian,SHU,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Aaron Ramsdale,Jack Robinson,John Egan,Chris Basham,Enda Stevens,Ben Osborn,Sander Berge,John Lundstram,George Baldock,David McGoldrick,Oliver Burke,2,2-1
2020-10-04 21:00:00,WOL,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,Rúben Neves,Pedro Neto,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,FUL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Alphonse Areola,Antonee Robinson,Maxime Le Marchand,Tim Ream,Ola Aina,André-Frank Zambo Anguissa,Tom Cairney,Joe Bryan,Bobby De Cordova-Reid,Ivan Cavaleiro,Aleksandar Mitrovic,2,1-0
2020-10-04 23:30:00,MAN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",David de Gea,Luke Shaw,Harry Maguire,Eric Bailly,Aaron Wan-Bissaka,Paul Pogba,Nemanja Matic,Marcus Rashford,Bruno Fernandes,Mason Greenwood,Anthony Martial,TOT,4-3-3-a_R,"[24, 18, 20, 20, 18, 12, 10, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Hugo Lloris,Sergio Reguilón,Eric Dier,Davinson Sánchez,Serge Aurier,Pierre-Emile Hojbjerg,Tanguy Ndombele,Moussa Sissoko,Son Heung-Min,Harry Kane,Erik Lamela,0,1-6
2020-10-05 02:15:00,AVL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,John McGinn,Douglas Luiz,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,LIV,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Adrián2,Andy Robertson,Virgil van Dijk,Joe Gomez,Trent Alexander-Arnold,Georginio Wijnaldum,Fabinho,Naby Keita,Diogo Jota,Roberto Firmino,Mohamed Salah,2,7-2
2020-10-17 19:30:00,EVE,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Seamus Coleman,André Gomes,Allan,Abdoulaye Doucouré,Richarlison,Dominic Calvert-Lewin,James Rodríguez,LIV,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Adrián2,Andy Robertson,Virgil van Dijk,Joël Matip,Trent Alexander-Arnold,Thiago Alcántara,Fabinho,Jordan Henderson,Sadio Mané,Roberto Firmino,Mohamed Salah,1,2-2
2020-10-17 22:00:00,CHE,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Kepa Arrizabalaga,Ben Chilwell,Kurt Zouma,Andreas Christensen,César Azpilicueta,Jorginho,N'Golo Kanté,Mason Mount,Kai Havertz,Christian Pulisic,Timo Werner,SOU,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Theo Walcott,Danny Ings,Ché Adams,1,3-3
2020-10-18 00:30:00,MNC,3-1-4-2_L,"[-24, -21, -21, -21, -15, -9, -9, -9, -9, -3, -3]","[0, 8, 0, -8, 0, 9, 3, -3, -9, 3, -3]",Ederson,Nathan Aké,Rúben Dias,Kyle Walker,Rodri,Phil Foden,Bernardo Silva,João Cancelo,Riyad Mahrez,Sergio Agüero,Raheem Sterling,ARS,4-3-3-a_R,"[24, 18, 20, 20, 18, 12, 10, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Bernd Leno,Kieran Tierney,Gabriel1,David Luiz,Héctor Bellerín,Granit Xhaka,Bukayo Saka,Dani Ceballos,Pierre-Emerick Aubameyang,Willian,Nicolas Pépé,2,1-0
2020-10-18 03:00:00,NEW,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Emil Krafth,Isaac Hayden,Allan Saint-Maximin,Jeff Hendrick,Jonjo Shelvey,Joelinton,Callum Wilson,MAN,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Scott McTominay,Daniel James,Bruno Fernandes,Juan Mata,Marcus Rashford,0,1-4
2020-10-18 19:00:00,SHU,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Aaron Ramsdale,Enda Stevens,John Egan,Chris Basham,Max Lowe,John Lundstram,Oliver Norwood,Sander Berge,George Baldock,David McGoldrick,Oliver McBurnie,FUL,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Alphonse Areola,Tim Ream,Tosin Adarabioyo,Ola Aina,Antonee Robinson,André-Frank Zambo Anguissa,Tom Cairney,Ivan Cavaleiro,Ademola Lookman,Ruben Loftus-Cheek,Aleksandar Mitrovic,1,1-1
2020-10-18 21:00:00,CRY,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Vicente Guaita,Tyrick Mitchell,Gary Cahill,Cheikhou Kouyaté,Joel Ward,Jeff Schlupp,James McArthur,Jairo Riedewald,Andros Townsend,Wilfried Zaha,Michy Batshuayi,BHA,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Mat Ryan,Dan Burn,Lewis Dunk,Adam Webster,Solly March,Yves Bissouma,Ben White,Tariq Lamptey,Leandro Trossard,Adam Lallana,Neal Maupay,1,1-1
2020-10-18 23:30:00,TOT,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Hugo Lloris,Sergio Reguilón,Davinson Sánchez,Toby Alderweireld,Serge Aurier,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Steven Bergwijn,Harry Kane,WHU,5-4-1_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 12, 4]","[0, -10, -5, 0, 5, 10, -9, -3, 3, 9, 0]",Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,1,3-3
2020-10-19 02:15:00,LEI,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Kasper Schmeichel,James Justin,Jonny Evans,Wesley Fofana,Timothy Castagne,Nampalys Mendy,Harvey Barnes,Dennis Praet,Youri Tielemans,Ayoze Pérez,Kelechi Iheanacho,AVL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,John McGinn,Douglas Luiz,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,0,0-1
2020-10-20 00:30:00,WBA,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Sam Johnstone,Conor Townsend,Ahmed Hegazi,Branislav Ivanovic,Darnell Furlong,Jake Livermore,Grady Diangana,Filip Krovinovic,Conor Gallagher,Matheus Pereira1,Karlan Grant,BUR,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Erik Pieters,Dwight McNeil,Josh Brownhill,Ashley Westwood,Johann Gudmundsson,Chris Wood,Ashley Barnes,1,0-0
2020-10-20 03:00:00,LEE,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Illan Meslier,Stuart Dallas,Pascal Struijk,Robin Koch,Luke Ayling,Kalvin Phillips,Jack Harrison,Rodrigo,Mateusz Klich,Hélder Costa,Patrick Bamford,WOL,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,João Moutinho,Pedro Neto,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,0,0-1
2020-10-24 03:00:00,AVL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,LEE,4-4-1-1_R,"[24, 19, 21, 21, 19, 13, 15, 15, 13, 9, 3]","[0, -9, -3, 3, 9, -9, -3, 3, 9, 0, 0]",Illan Meslier,Ezgjan Alioski,Luke Ayling,Robin Koch,Stuart Dallas,Jack Harrison,Mateusz Klich,Pascal Struijk,Hélder Costa,Rodrigo,Patrick Bamford,0,0-3
2020-10-24 19:30:00,WHU,5-4-1_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -12, -4]","[0, 10, 5, 0, -5, -10, 9, 3, -3, -9, 0]",Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,MNC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Ederson,João Cancelo,Eric García,Rúben Dias,Kyle Walker,Ilkay Gündogan,Rodri,Bernardo Silva,Raheem Sterling,Sergio Agüero,Riyad Mahrez,1,1-1
2020-10-24 22:00:00,FUL,4-3-2-1_L,"[-24, -19, -21, -21, -19, -15, -15, -15, -9, -9, -3]","[0, 9, 3, -3, -9, 9, 0, -9, 3, -3, 0]",Alphonse Areola,Antonee Robinson,Tim Ream,Tosin Adarabioyo,Ola Aina,André-Frank Zambo Anguissa,Mario Lemina,Tom Cairney,Ademola Lookman,Ruben Loftus-Cheek,Aleksandar Mitrovic,CRY,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Vicente Guaita,Tyrick Mitchell,Scott Dann,Cheikhou Kouyaté,Nathaniel Clyne,Jeff Schlupp,Jairo Riedewald,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Michy Batshuayi,0,1-2
2020-10-25 00:30:00,MAN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Scott McTominay,Daniel James,Bruno Fernandes,Juan Mata,Marcus Rashford,CHE,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Édouard Mendy,Kurt Zouma,Thiago Silva,César Azpilicueta,Ben Chilwell,N'Golo Kanté,Jorginho,Reece James,Christian Pulisic,Kai Havertz,Timo Werner,1,0-0
2020-10-25 03:00:00,LIV,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Alisson,Andy Robertson,Virgil van Dijk,Fabinho,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Roberto Firmino,Diogo Jota,Mohamed Salah,SHU,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Aaron Ramsdale,Enda Stevens,John Egan,Chris Basham,Ben Osborn,John Lundstram,Ethan Ampadu,Sander Berge,George Baldock,Rhian Brewster,Oliver McBurnie,2,2-1
2020-10-25 22:00:00,SOU,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ché Adams,Danny Ings,EVE,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Ben Godfrey,Gylfi Sigurdsson,Allan,Abdoulaye Doucouré,Alex Iwobi,Dominic Calvert-Lewin,James Rodríguez,2,2-0
2020-10-26 00:30:00,WOL,3-4-3_L,"[-24, -18, -20, -18, -12, -12, -12, -12, -6, -4, -6]","[0, 8, 0, -8, 9, 3, -3, -9, 8, 0, -8]",Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,Rúben Neves,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,Pedro Neto,NEW,5-3-2_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 4, 4]","[0, -10, -5, 0, 5, 10, -6, 0, 6, -3, 3]",Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Ryan Fraser,Allan Saint-Maximin,Callum Wilson,1,1-1
2020-10-26 03:15:00,ARS,3-4-3_L,"[-24, -18, -20, -18, -12, -12, -12, -12, -6, -4, -6]","[0, 8, 0, -8, 9, 3, -3, -9, 8, 0, -8]",Bernd Leno,Granit Xhaka,Gabriel1,David Luiz,Kieran Tierney,Dani Ceballos,Thomas Partey,Héctor Bellerín,Bukayo Saka,Alexandre Lacazette,Pierre-Emerick Aubameyang,LEI,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Kasper Schmeichel,Christian Fuchs,Jonny Evans,Wesley Fofana,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,James Maddison,Dennis Praet,Harvey Barnes,0,0-1
2020-10-27 01:30:00,BHA,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Mat Ryan,Dan Burn,Joël Veltman,Adam Webster,Solly March,Yves Bissouma,Ben White,Tariq Lamptey,Leandro Trossard,Adam Lallana,Neal Maupay,WBA,4-1-4-1_R,"[24, 19, 21, 21, 19, 15, -7, 9, 9, 7, 3]","[0, -9, -3, 3, 9, 0, -9, -3, 3, 9, 0]",Sam Johnstone,Conor Townsend,Semi Ajayi,Branislav Ivanovic,Darnell Furlong,Jake Livermore,Grady Diangana,Filip Krovinovic,Conor Gallagher,Matheus Pereira1,Karlan Grant,1,1-1
2020-10-27 04:00:00,BUR,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Matthew Lowton,Dwight McNeil,Josh Brownhill,Ashley Westwood,Johann Gudmundsson,Chris Wood,Ashley Barnes,TOT,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Hugo Lloris,Ben Davies1,Eric Dier,Toby Alderweireld,Matt Doherty,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Lucas Moura,Harry Kane,0,0-1
2020-10-31 04:00:00,WOL,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Rayan Aït-Nouri,Rúben Neves,Leander Dendoncker,Nélson Semedo,Daniel Podence,Pedro Neto,Raúl Jiménez,CRY,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Vicente Guaita,Patrick van Aanholt,Scott Dann,Cheikhou Kouyaté,Nathaniel Clyne,Jeff Schlupp,Jairo Riedewald,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Michy Batshuayi,2,2-0
2020-10-31 20:30:00,SHU,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Aaron Ramsdale,Max Lowe,Enda Stevens,John Egan,Chris Basham,George Baldock,Ben Osborn,Ethan Ampadu,Sander Berge,Rhian Brewster,Oliver McBurnie,MNC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Ederson,João Cancelo,Aymeric Laporte,Rúben Dias,Kyle Walker,Bernardo Silva,Rodri,Kevin De Bruyne,Raheem Sterling,Ferran Torres,Riyad Mahrez,0,0-1
2020-10-31 23:00:00,BUR,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Matthew Lowton,Dwight McNeil,Dale Stephens,Ashley Westwood,Josh Brownhill,Ashley Barnes,Chris Wood,CHE,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Édouard Mendy,Ben Chilwell,Thiago Silva,Kurt Zouma,Reece James,Mason Mount,N'Golo Kanté,Kai Havertz,Timo Werner,Tammy Abraham,Hakim Ziyech,0,0-3
2020-11-01 01:30:00,LIV,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Alisson,Andy Robertson,Joe Gomez,Nathaniel Phillips,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Curtis Jones,Sadio Mané,Roberto Firmino,Mohamed Salah,WHU,5-4-1_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 12, 4]","[0, -10, -5, 0, 5, 10, -9, -3, 3, 9, 0]",Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Sébastien Haller,2,2-1
2020-11-01 20:00:00,AVL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Jack Grealish,Ross Barkley,Bertrand Traoré,Ollie Watkins,SOU,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Theo Walcott,James Ward-Prowse,Oriol Romeu,Stuart Armstrong,Ché Adams,Danny Ings,0,3-4
2020-11-01 22:00:00,NEW,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Sean Longstaff,Allan Saint-Maximin,Callum Wilson,EVE,4-3-2-1_R,"[24, 19, 21, 21, 19, 15, 15, 15, 9, 9, 3]","[0, -9, -3, 3, 9, -9, 0, 9, -3, 3, 0]",Jordan Pickford,Abdoulaye Doucouré,Michael Keane,Yerry Mina,Jonjoe Kenny,Abdoulaye Doucouré,Allan,Fabian Delph,André Gomes,Gylfi Sigurdsson,Dominic Calvert-Lewin,2,2-1
2020-11-02 00:30:00,MAN,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Paul Pogba,Scott McTominay,Bruno Fernandes,Marcus Rashford,Mason Greenwood,ARS,3-4-3_R,"[24, 18, 20, 18, 12, 12, 12, 12, 6, 4, 6]","[0, -8, 0, 8, -9, -3, 3, 9, -8, 0, 8]",Bernd Leno,Kieran Tierney,Gabriel1,Rob Holding,Bukayo Saka,Mohamed Elneny,Thomas Partey,Héctor Bellerín,Pierre-Emerick Aubameyang,Alexandre Lacazette,Willian,0,0-1
2020-11-02 03:15:00,TOT,4-3-2-1_L,"[-24, -19, -21, -21, -19, -15, -15, -15, -9, -9, -3]","[0, 9, 3, -3, -9, 9, 0, -9, 3, -3, 0]",Hugo Lloris,Sergio Reguilón,Eric Dier,Toby Alderweireld,Matt Doherty,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Erik Lamela,Harry Kane,BHA,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Robert Sánchez,Dan Burn,Joël Veltman,Adam Webster,Solly March,Yves Bissouma,Ben White,Pascal Groß,Tariq Lamptey,Leandro Trossard,Adam Lallana,2,2-1
